Id,Triple,Label
35092,13295 nearNw 37578,0
35093,8486 finalfourcity 1146,1
35094,14548 weightClass 14551,1
35095,8432 seat 40245,0
35096,32086 results1.2a 32086,1
35097,41298 relatives 1590,0
35098,38591 purpose 12306,0
35099,37800 colour 414,0
35100,3535 coach 38721,0
35101,20867 lieutenancyEngland 9772,1
35102,17056 formerTeams 17070,1
35103,40204 overlay 31513,0
35104,27211 collectionmethod 27851,0
35105,43384 generalManagers 21783,0
35106,26989 airForce 26991,1
35107,39212 host 12091,0
35108,32711 rd2Team 32716,1
35109,4621 cableServ 28090,0
35110,38073 appointer 1431,1
35111,4734 seatType 26166,0
35112,37190 constituencyWestminster 20824,1
35113,30608 mascot 30613,1
35114,32230 coach 32228,1
35115,22134 goals 16158,0
35116,38005 sports 12864,0
35117,6963 status 6964,1
35118,24990 leaderParty 24992,1
35119,5212 nearS 11191,0
35120,28323 chief1Name 28469,1
35121,38913 bankOf 7932,1
35122,43600 shipType 39684,0
35123,20148 founders 22699,0
35124,27531 grandsire 30124,0
35125,29098 status 29100,1
35126,8090 towns 19394,0
35127,1006 nephews 1024,1
35128,15127 stat3label 1001,1
35129,15414 alongside 42424,1
35130,7241 first 7242,1
35131,2564 bowlname 33809,0
35132,37167 langs 19138,0
35133,24222 influences 24223,1
35134,43795 gender 3180,0
35135,39838 constituencyWestminster 15942,0
35136,14894 appointer 26080,0
35137,9115 subsid 9117,1
35138,20256 stat21label 535,0
35139,39077 nearE 19636,0
35140,22716 mgrtitle 2071,1
35141,825 leaderName 23642,0
35142,4196 postseason 22771,1
35143,5526 seat 4369,0
35144,6680 coach 38755,0
35145,40289 nearNw 27448,0
35146,43401 university 21026,0
35147,31124 most 30235,0
35148,762 bowlname 12986,1
35149,41412 lead 2893,0
35150,29516 neighboringMunicipalities 38803,0
35151,6010 primeminister 25314,0
35152,29634 formerSeries 16827,1
35153,5287 archdiocese 24595,0
35154,38149 relegation 30142,1
35155,12720 southeast 19318,1
35156,3285 southwest 30466,0
35157,2653 languages 2665,1
35158,4243 governorGeneral 40457,0
35159,13500 nearW 13404,1
35160,8175 southwest 11095,1
35161,12402 iptvServ 39254,1
35162,19651 goalie 39803,1
35163,617 northeast 621,1
35164,10915 winners 26353,0
35165,18087 cup3Result 18090,1
35166,34891 south 15509,0
35167,9654 postseason 19824,0
35168,41872 west 41878,1
35169,6697 establishedEvent 22829,1
35170,35264 primeminister 3374,1
35171,33494 commander 14216,0
35172,31504 ncl 23128,0
35173,7398 motogpManufacturers 12263,0
35174,14164 arena 35031,0
35175,33876 commands 7559,0
35176,23661 television 23665,1
35177,3113 chairperson 14010,0
35178,32358 coach 32359,1
35179,15658 image 15415,0
35180,34002 t 2754,0
35181,43326 organization 42750,1
35182,43426 route 27000,0
35183,5678 timezone1Dst 888,0
35184,2917 west 42024,0
35185,7401 cricketFormat 7402,1
35186,19676 postseason 30106,0
35187,12860 sports 450,0
35188,28032 visitorCoach 2560,1
35189,24896 homehr 24913,1
35190,973 nearS 40287,0
35191,28395 leagueTopscorer 28398,1
35192,35400 free 24706,1
35193,34521 north 34525,1
35194,2635 topGoalScorer 2636,1
35195,32825 source1Location 6320,1
35196,12119 governmentType 2659,1
35197,9163 fffm 28941,1
35198,23982 bowlname 25684,1
35199,20011 issue 27090,0
35200,38992 writtenby 39004,1
35201,145 leagueTopscorer 28756,0
35202,41555 winners 8145,0
35203,17123 asstCoach 20508,0
35204,9518 poll3title 28996,0
35205,21369 coach 14359,0
35206,20598 longestUnbeaten 24056,0
35207,22353 third 22355,1
35208,39093 nearW 2954,0
35209,37578 company 37579,1
35210,5916 nearW 5914,1
35211,10464 north 10475,1
35212,6505 religions 9578,1
35213,41115 pen 37475,0
35214,35669 chairman 38579,0
35215,12851 equipment 20549,1
35216,23084 rd3Team 23094,1
35217,4356 protoname 1651,0
35218,35382 subsid 17755,0
35219,5656 leagueTopscorer 5657,1
35220,27467 dean 32253,0
35221,26389 pregroup 26388,1
35222,5675 nearNe 30173,1
35223,25048 hometown 25058,1
35224,6788 mp 22423,0
35225,20421 union 1591,1
35226,25180 locationCountry 9777,1
35227,43497 continentalcup 35041,0
35228,16223 northeast 16218,1
35229,25878 areaCodeType 32367,0
35230,37126 parentPeak 37083,1
35231,28350 gamename 18910,0
35232,2568 populationDemonym 31013,1
35233,15575 rivalries 17616,0
35234,944 post1followed 11310,0
35235,27211 discoverySite 19994,1
35236,16692 university 38210,0
35237,37631 nearW 2809,0
35238,29512 leagueTopscorer 30645,0
35239,15113 eng1Name 15115,1
35240,28890 chancellor 37381,0
35241,31902 neighboringMunicipalities 40368,1
35242,13864 mvp 13871,1
35243,42731 dedication 42741,1
35244,9439 usAnnouncers 23208,0
35245,13410 followedBy 28682,0
35246,28548 fcl 38617,0
35247,24817 demographic 24818,1
35248,18087 cup2Result 17836,1
35249,35994 bogAward 15682,1
35250,7424 countries 7435,1
35251,15542 administrator 7403,1
35252,40165 leagueTopscorer 40166,1
35253,20057 gender 3180,1
35254,41983 mvp 32234,0
35255,15227 conference 11102,0
35256,29728 bowlname 38006,0
35257,13103 affiliation 13107,1
35258,27330 image 27334,1
35259,14036 runnerup 33967,1
35260,8492 gold 10058,0
35261,12604 nameOfRace 12614,1
35262,22282 ff 20355,0
35263,19137 leader1Name 16485,0
35264,17854 translitLang1Type 23768,1
35265,19059 formerTeams 2114,1
35266,25117 bowling 16066,1
35267,31001 related 16480,1
35268,27081 fedgov 2270,1
35269,26593 nearN 26598,1
35270,23905 tourney 15295,0
35271,40227 nominee 40231,1
35272,31264 next 31268,1
35273,21723 round 24166,0
35274,6984 usNetwork 35827,0
35275,11109 official 7078,1
35276,24072 nearE 24073,1
35277,11800 bowl 27415,0
35278,26930 recorded 26932,1
35279,13846 trainer 14939,0
35280,6901 rivalClans 36074,0
35281,41249 proteam 24176,0
35282,42212 east 40830,0
35283,1051 winterPrev 1052,1
35284,42351 coach 42352,1
35285,40732 nearS 40741,1
35286,17266 motm 17274,1
35287,27605 bench1Sg 1912,0
35288,9104 riding 18825,1
35289,42710 text 24315,0
35290,40408 first 19488,0
35291,38233 mvp 8587,1
35292,5289 keyPeople 26523,0
35293,24362 champions 27986,1
35294,5998 postseason 37141,0
35295,43056 license 26271,0
35296,35727 minister 35728,1
35297,10610 nearSe 10615,1
35298,24079 t 28557,0
35299,11919 caption 13528,0
35300,9173 subsid 27104,0
35301,3642 beforeElection 3644,1
35302,9209 leader1Type 32144,0
35303,2999 footer 3007,1
35304,27572 mvp 27578,1
35305,23280 with 37793,0
35306,41046 imageCaption 23269,0
35307,18096 receiver 37921,0
35308,14784 nearS 21791,0
35309,11940 founder 29086,1
35310,7449 as 24929,1
35311,15913 grandsons 38980,0
35312,21975 usAnnouncers 41577,0
35313,30589 continentalcup2Qualifiers 6077,1
35314,36324 silver 36325,1
35315,9018 nearNe 39631,0
35316,13396 lga 4194,0
35317,291 champions 295,1
35318,3903 east 4913,0
35319,30308 monarch 30099,1
35320,24424 commands 20628,0
35321,37500 eng1Name 37503,1
35322,26722 statlabel 3765,1
35323,18565 southwest 38680,1
35324,4634 mvp 28265,0
35325,27099 nearS 11148,0
35326,6900 affiliations 33207,0
35327,30216 visitorCoach 2563,1
35328,41481 coupling 41482,1
35329,17208 champions 16712,1
35330,8063 postgroup 27509,0
35331,5474 shipType 5475,1
35332,30969 placeofburial 22715,0
35333,12986 usAnnouncers 2145,1
35334,27934 namedFor 37213,1
35335,7529 stip 7533,1
35336,26526 parent 35525,0
35337,31744 areaServed 312,1
35338,770 locationCountry 532,0
35339,29055 east 29056,1
35340,41780 stategov 34663,0
35341,3290 satServ 24333,0
35342,9196 guidance 12213,0
35343,18930 stategov 18936,1
35344,13005 northeast 19203,1
35345,5840 leaderName 24115,0
35346,20367 east 3971,0
35347,11543 rd2Team 27309,0
35348,9859 semifinal 18847,1
35349,18257 gamename 11771,1
35350,33160 leagueTopscorer 31912,0
35351,24073 nearN 24072,1
35352,34594 partner 32477,0
35353,7169 artists 7170,1
35354,762 playerTeam 16063,0
35355,10447 receiver 10450,1
35356,42764 rd2Team 42788,1
35357,21649 unrankedClassis 21936,0
35358,26534 conf 33816,1
35359,30022 champions 3436,0
35360,24706 commander 21813,0
35361,18858 range 6707,1
35362,1486 discoverySite 1488,1
35363,14240 bowlname 15283,1
35364,35512 qb 38100,0
35365,29237 northwest 23450,1
35366,23786 firstevent 23787,1
35367,42949 order 42950,1
35368,20420 asstCoach 17173,0
35369,34284 champions 39095,0
35370,4299 knownFor 21545,0
35371,7922 moreUsers 36873,0
35372,36662 nearSe 37422,0
35373,20868 imageCaption 28526,0
35374,30188 province 30189,1
35375,5695 builtFor 5696,1
35376,8538 leaderName 5579,0
35377,26160 designer 26161,1
35378,10383 damsire 11384,0
35379,12381 broadcastArea 29853,1
35380,14720 line 14721,1
35381,25224 tenants 14745,0
35382,21550 silver 25926,0
35383,24692 subsid 40089,0
35384,24943 burialPlace 21757,0
35385,19068 semifinal 2498,0
35386,9339 collegeteam 9341,1
35387,23112 image 33384,1
35388,38963 municipality 38965,1
35389,5056 southeast 22894,0
35390,4282 gamename 13434,0
35391,39586 leagueTopscorer 39584,1
35392,13848 conference 760,1
35393,38156 garrison 6302,0
35394,6608 votingSystem 30717,0
35395,6244 titles 40951,0
35396,24005 stat3label 102,1
35397,37095 coach 25903,0
35398,23736 stat3label 1000,0
35399,1524 semifinal 1533,1
35400,41872 northeast 41877,1
35401,17660 hometown 17661,1
35402,28284 leader2Type 23650,1
35403,20576 champCity 20578,1
35404,43583 controlledby 43494,1
35405,39571 vicePresident 14632,0
35406,38544 tvannouncers 25831,1
35407,20160 operatingSystem 181,0
35408,43906 continentalcup 18056,0
35409,25053 northeast 24438,1
35410,27621 currency 27624,1
35411,30107 establishedDate 24607,0
35412,39983 namedFor 31777,0
35413,6527 namedFor 6529,1
35414,16640 creator 2980,0
35415,8670 credits 8694,1
35416,43738 rd3Team 16984,0
35417,15118 goals 16160,0
35418,13516 nearW 13515,1
35419,10244 northwest 10297,1
35420,1701 captain 18654,0
35421,21313 relations 17907,0
35422,5196 languages 349,1
35423,21213 hometown 2235,1
35424,20146 developedFrom 926,1
35425,5196 relatedGroups 29410,0
35426,8990 movement 8992,1
35427,42764 rd2Team 10096,0
35428,3756 asstCoach 3759,1
35429,22809 tvstation 34992,0
35430,40120 strongestStormName 40118,1
35431,12703 nearE 13269,1
35432,112 conf 18778,0
35433,2767 conference 33725,0
35434,15920 metropolitanBorough 15921,1
35435,30355 nominee 6132,0
35436,7758 halftime 27528,0
35437,32947 continentalcup2Qualifiers 19054,1
35438,32671 goals 16296,0
35439,8452 bowlname 15331,1
35440,4792 subclassis 36934,0
35441,20552 civilParish 20553,1
35442,13286 nearS 27812,0
35443,17934 namedFor 28482,1
35444,9664 tvannouncers 8949,1
35445,6121 northwest 1483,1
35446,28750 mother 35950,1
35447,31959 asstCoach 35835,0
35448,14649 governmentType 6707,0
35449,35313 seat 35314,1
35450,41288 relegated 25443,0
35451,9282 stategov 27578,0
35452,4699 main 4702,1
35453,11724 platform 22908,0
35454,9392 gamename 19539,0
35455,42178 northwest 42174,1
35456,43010 continentalcup 8064,0
35457,13273 namedFor 37184,1
35458,41412 third 41414,1
35459,11659 workInstitutions 26315,0
35460,25648 week 39821,0
35461,42580 presenter 31925,0
35462,23655 alongside 23657,1
35463,4647 qb 23828,0
35464,42442 rd2Team 13954,0
35465,4218 establishedTitle 8851,0
35466,21121 family 34313,0
35467,40125 south 37645,0
35468,38568 subdivisionRanks 1827,1
35469,9952 application 43174,1
35470,30625 leaderName 30626,1
35471,41069 motm 32482,0
35472,4475 officeholder 4489,1
35473,3393 mp 14951,0
35474,26343 nominee 26347,1
35475,7470 company 12478,0
35476,411 memberOf 31627,0
35477,17091 constituency 14286,1
35478,21709 mother 21692,1
35479,6824 extent 31960,0
35480,15754 southeast 42253,0
35481,24038 continentalcup1Qualifiers 24040,1
35482,10387 west 11997,0
35483,28894 alliedClans 39926,1
35484,34557 primeminister 21446,0
35485,31639 structure 16385,0
35486,5143 north 43733,0
35487,32056 site 38340,0
35488,42007 founder 28540,0
35489,2621 nearS 21860,0
35490,13953 week 1246,0
35491,18967 seasonTopscorer 18968,1
35492,33353 asstCoach 33742,1
35493,13216 nearNw 31853,1
35494,8343 conf 26823,0
35495,37746 mop 1890,0
35496,2180 basketballarena 18373,1
35497,15836 visitorCoach 34614,0
35498,5109 player 4900,0
35499,28851 asstCoach 28852,1
35500,36978 ideology 9969,1
35501,28499 south 17940,1
35502,6036 runnerUp 12395,0
35503,464 tvannouncers 31627,0
35504,25453 beforeElection 25456,1
35505,576 hubs 43595,0
35506,5826 start 5827,1
35507,28361 mother 38549,1
35508,6206 successorLine 6207,1
35509,720 locationCountry 532,1
35510,10740 complications 43678,0
35511,11009 east 13386,0
35512,32339 recruit 34636,1
35513,940 leaderName 39219,0
35514,6280 bowlResult 29302,0
35515,10871 subphylum 4129,1
35516,20717 family 20719,1
35517,4201 east 15534,0
35518,38128 leaderName 350,0
35519,430 stategov 431,1
35520,40446 mf 24748,0
35521,37602 nearS 37643,1
35522,42542 mother 2419,0
35523,15321 relatives 25916,1
35524,24458 site 24459,1
35525,22870 church 15011,1
35526,31657 statlabel 1203,1
35527,5251 runnerup 34990,0
35528,18959 affiliations 3158,0
35529,14041 visitorCoach 26562,0
35530,6145 leaderNames 7655,1
35531,12803 founders 7229,1
35532,23338 formerly 43590,1
35533,40524 lga 11736,0
35534,28984 school 18784,1
35535,19286 southwest 30549,0
35536,6952 asianPlace 19072,0
35537,13076 rd2Team 4643,0
35538,13676 confedCup 1696,1
35539,16549 confed 1605,1
35540,43088 captain 18722,0
35541,2143 bowlname 13579,0
35542,9760 mascot 9762,1
35543,23881 relegated 37154,0
35544,8807 northwest 38668,0
35545,19935 movement 19937,1
35546,447 lga 435,1
35547,575 champions 18457,0
35548,20430 governingBody 39696,0
35549,531 breeder 28946,0
35550,2142 rd2Team 38226,0
35551,1631 beforeElection 1636,1
35552,12821 tributariesLeft 35224,1
35553,16382 owned 16384,1
35554,42311 center 1555,1
35555,14515 member 43355,1
35556,28692 aircraftTransport 28698,1
35557,21751 playerPositions 25443,0
35558,22663 coach 29468,0
35559,9137 fmmf 4243,1
35560,4180 postseason 2093,0
35561,31627 leaderName 3890,0
35562,3181 areaRank 3186,1
35563,30099 father 30102,1
35564,33423 relegated 35492,0
35565,25891 countryAdminDivisions 5527,1
35566,20019 house 20024,1
35567,27010 operators 27013,1
35568,12829 softballstadium 18048,1
35569,6671 nationalOrigin 312,0
35570,3047 preceded 25349,0
35571,21346 seat 20388,1
35572,20803 fault 20804,1
35573,10994 relegated 10999,1
35574,1032 usAnnouncers 1038,1
35575,22022 succession 22027,1
35576,24086 fedgov 26435,0
35577,40249 nearSe 37987,1
35578,1638 host 1643,1
35579,22323 bowl 38065,0
35580,16134 leaderName 15654,0
35581,7761 asstCoach 6167,0
35582,10283 honorificSuffix 15429,1
35583,14567 branches 22759,0
35584,23359 east 23362,1
35585,21213 prevteam 22788,1
35586,34660 time 27426,1
35587,19050 seasonsTitle 39862,0
35588,2085 afterElection 28057,0
35589,8648 province 8650,1
35590,42173 governmentType 17477,1
35591,14602 commands 20397,0
35592,6614 district 6615,1
35593,39450 runnersUp 12897,0
35594,35607 geology 2220,0
35595,23286 higher 24229,0
35596,12349 sisterNames 37179,0
35597,6368 west 6369,1
35598,41850 mascot 41851,1
35599,21976 issue 31736,1
35600,9786 end 9787,1
35601,41387 homeCoach 23030,0
35602,10094 nearNw 21988,0
35603,29309 relatives 29311,1
35604,585 mascot 584,1
35605,18297 subsid 313,0
35606,22367 data 22702,0
35607,41687 playerTeam 39342,0
35608,32573 architect 37605,1
35609,13817 defendingChampions 13819,1
35610,27706 nameOfRace 1866,0
35611,31802 leaderParty 35753,0
35612,10576 athletics 10579,1
35613,14841 formerTeams 14842,1
35614,26052 postseason 12665,1
35615,17804 t 30179,0
35616,40685 fastTeam 7224,1
35617,22799 placeofburial 27076,0
35618,13397 nearS 31601,0
35619,26054 commands 22568,0
35620,21881 garrison 21800,1
35621,42508 division 8545,0
35622,18247 gamename 19539,1
35623,11022 discoverer 11025,1
35624,26400 west 26405,1
35625,34789 runnersUp 34790,1
35626,4184 southeast 29326,1
35627,8965 offCoach 25933,0
35628,4164 aircraftTrainer 15360,0
35629,10506 establishedTitle 7513,1
35630,12359 cableServ 40873,1
35631,2100 nearE 37424,1
35632,25737 topScorer 40683,0
35633,20497 asstCoach 18331,1
35634,21449 conf 37646,0
35635,16288 sw 26140,1
35636,5062 secondRider 32330,0
35637,19589 eventEnd 19590,1
35638,33998 baseballfield 34011,1
35639,24154 engine 24155,1
35640,3840 children 14612,0
35641,8775 lieutenant 6154,0
35642,2718 ethnicity 2722,1
35643,26284 drivers 26285,1
35644,28968 ff 1291,1
35645,1262 fcl 16594,0
35646,3634 countryAdminDivisionsTitle 21187,1
35647,19651 goalie 15511,1
35648,5829 honorificPrefix 38748,0
35649,33389 blank1Name 17,0
35650,22936 fields 22937,1
35651,5345 ballpark 41888,0
35652,24322 cableServ 7885,1
35653,37667 unrankedClassis 5183,1
35654,27487 damsire 13795,1
35655,9952 editor 24634,0
35656,24781 profession 14800,1
35657,10808 player 10811,1
35658,20636 merged 20639,1
35659,18250 captain 19929,0
35660,15523 mp 20224,1
35661,40868 leaderName 42981,1
35662,16690 commands 15676,0
35663,9691 hometown 9714,1
35664,32139 dynasty 32141,1
35665,15704 usAnnouncers 41605,0
35666,43871 leagueTopscorer 4194,0
35667,17939 south 17889,0
35668,10048 mvp 35424,1
35669,8065 constituency 24857,0
35670,35750 doctoralAdvisor 35751,1
35671,36598 designer 30935,0
35672,12604 thirdRider 12607,1
35673,26989 airForce 31987,0
35674,42282 unrankedClassis 444,1
35675,9403 homeTeam 2323,0
35676,39678 poll 34029,0
35677,5549 blank2Info 1870,1
35678,6145 leaderNames 11927,0
35679,5332 usAnnouncers 12812,0
35680,2161 seealso 16606,0
35681,38467 popplace 19037,1
35682,42549 mother 42553,1
35683,43695 coach 43697,1
35684,9906 prevteam 17579,0
35685,36660 postseason 36214,0
35686,1884 generalManager 1883,1
35687,24239 lower 24290,1
35688,39786 dam 40581,0
35689,35320 stategov 35316,1
35690,7027 vpName 26561,0
35691,19667 stat3label 1001,1
35692,1835 listing 11542,0
35693,11070 centre 11194,1
35694,20060 architectureStyle 20065,1
35695,40679 locationTown 21894,0
35696,2905 sisterNames 9710,0
35697,2942 postseason 36210,0
35698,21552 previous 31971,0
35699,7302 upstream 7303,1
35700,23560 codefCoach 23561,1
35701,6563 blank5Info 38370,0
35702,42793 nextevent 24148,0
35703,836 allies 5388,0
35704,37819 arena 6015,1
35705,41664 based 18409,0
35706,5914 seat 26922,0
35707,30988 firstDriverR 21028,0
35708,41886 finalsChamp 41887,1
35709,21820 mainInterests 21821,1
35710,15181 father 31509,0
35711,2867 namedFor 2876,1
35712,43263 notableIdeas 12698,0
35713,30988 thirdDriverR 30991,1
35714,5600 discoverer 13642,0
35715,27573 captain 27789,1
35716,35117 screenplay 35119,1
35717,17983 commandStructure 12254,0
35718,9736 homeStadium 31176,0
35719,42501 runnerup 22774,0
35720,17894 goalie 29453,1
35721,14581 south 14592,1
35722,2653 legislature 2663,1
35723,17934 northeast 11460,0
35724,12694 executiveProducer 39004,0
35725,10350 nearW 10358,1
35726,33356 asstCoach 29172,0
35727,19330 postseason 5433,0
35728,6523 brighteststarname 1065,0
35729,1911 bench2C 1921,1
35730,17863 neighboringMunicipalities 17865,1
35731,818 allies 821,1
35732,4949 rivalries 15052,0
35733,11427 blank1NameSec 11428,1
35734,8303 offScheme 27967,0
35735,30174 leaderName 30175,1
